episode_id,benchmark_uri,state_index,step_index,pass_flag,done,hybrid_reward,runtime_improvement,pre_state_id,post_state_id,pre_ir_instruction_count,post_ir_instruction_count,pre_runtime_median_sec,post_runtime_median_sec,pre_object_text_size_bytes,post_object_text_size_bytes,pre_total_basic_blocks,post_total_basic_blocks,pre_total_functions,post_total_functions,pre_total_instructions,post_total_instructions,pre_total_memory_instructions,post_total_memory_instructions,pre_autophase_BBNumArgsHi,pre_autophase_BBNumArgsLo,pre_autophase_onePred,pre_autophase_onePredOneSuc,pre_autophase_onePredTwoSuc,pre_autophase_oneSuccessor,pre_autophase_twoPred,pre_autophase_twoPredOneSuc,pre_autophase_twoEach,pre_autophase_twoSuccessor,pre_autophase_morePreds,pre_autophase_BB03Phi,pre_autophase_BBHiPhi,pre_autophase_BBNoPhi,pre_autophase_BeginPhi,pre_autophase_BranchCount,pre_autophase_returnInt,pre_autophase_CriticalCount,pre_autophase_NumEdges,pre_autophase_const32Bit,pre_autophase_const64Bit,pre_autophase_numConstZeroes,pre_autophase_numConstOnes,pre_autophase_UncondBranches,pre_autophase_binaryConstArg,pre_autophase_NumAShrInst,pre_autophase_NumAddInst,pre_autophase_NumAllocaInst,pre_autophase_NumAndInst,pre_autophase_BlockMid,pre_autophase_BlockLow,pre_autophase_NumBitCastInst,pre_autophase_NumBrInst,pre_autophase_NumCallInst,pre_autophase_NumGetElementPtrInst,pre_autophase_NumICmpInst,pre_autophase_NumLShrInst,pre_autophase_NumLoadInst,pre_autophase_NumMulInst,pre_autophase_NumOrInst,pre_autophase_NumPHIInst,pre_autophase_NumRetInst,pre_autophase_NumSExtInst,pre_autophase_NumSelectInst,pre_autophase_NumShlInst,pre_autophase_NumStoreInst,pre_autophase_NumSubInst,pre_autophase_NumTruncInst,pre_autophase_NumXorInst,pre_autophase_NumZExtInst,pre_autophase_TotalBlocks,pre_autophase_TotalInsts,pre_autophase_TotalMemInst,pre_autophase_TotalFuncs,pre_autophase_ArgsPhi,pre_autophase_testUnary,post_autophase_BBNumArgsHi,post_autophase_BBNumArgsLo,post_autophase_onePred,post_autophase_onePredOneSuc,post_autophase_onePredTwoSuc,post_autophase_oneSuccessor,post_autophase_twoPred,post_autophase_twoPredOneSuc,post_autophase_twoEach,post_autophase_twoSuccessor,post_autophase_morePreds,post_autophase_BB03Phi,post_autophase_BBHiPhi,post_autophase_BBNoPhi,post_autophase_BeginPhi,post_autophase_BranchCount,post_autophase_returnInt,post_autophase_CriticalCount,post_autophase_NumEdges,post_autophase_const32Bit,post_autophase_const64Bit,post_autophase_numConstZeroes,post_autophase_numConstOnes,post_autophase_UncondBranches,post_autophase_binaryConstArg,post_autophase_NumAShrInst,post_autophase_NumAddInst,post_autophase_NumAllocaInst,post_autophase_NumAndInst,post_autophase_BlockMid,post_autophase_BlockLow,post_autophase_NumBitCastInst,post_autophase_NumBrInst,post_autophase_NumCallInst,post_autophase_NumGetElementPtrInst,post_autophase_NumICmpInst,post_autophase_NumLShrInst,post_autophase_NumLoadInst,post_autophase_NumMulInst,post_autophase_NumOrInst,post_autophase_NumPHIInst,post_autophase_NumRetInst,post_autophase_NumSExtInst,post_autophase_NumSelectInst,post_autophase_NumShlInst,post_autophase_NumStoreInst,post_autophase_NumSubInst,post_autophase_NumTruncInst,post_autophase_NumXorInst,post_autophase_NumZExtInst,post_autophase_TotalBlocks,post_autophase_TotalInsts,post_autophase_TotalMemInst,post_autophase_TotalFuncs,post_autophase_ArgsPhi,post_autophase_testUnary,z_runtime_improvement_pct
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,2,-loop-unroll,True,-0.883172,-21.194815,b30308a90afc49a5,0552e012972bed5e,1217,1221,0.002470,0.002993,8635,8675,126,127,18,18,1217,1221,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,3,76,66,5,76,36,3,25,36,0,3,0,124,3,112,29,12,148,241,161,103,113,76,72,27,53,74,2,23,104,43,112,122,67,36,0,222,36,1,3,15,83,0,2,291,11,19,0,0,127,1221,776,18,4,441,-0.883172
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,3,-loop-vectorize,True,1.417146,8.485031,b30308a90afc49a5,0552e012972bed5e,1217,1221,0.002470,0.002260,8635,8675,126,127,18,18,1217,1221,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,3,76,66,5,76,36,3,25,36,0,3,0,124,3,112,29,12,148,241,161,103,113,76,72,27,53,74,2,23,104,43,112,122,67,36,0,222,36,1,3,15,83,0,2,291,11,19,0,0,127,1221,776,18,4,441,1.417146
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,4,-loop-deletion,True,-0.751637,-19.497688,b30308a90afc49a5,0552e012972bed5e,1217,1221,0.002470,0.002951,8635,8675,126,127,18,18,1217,1221,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,3,76,66,5,76,36,3,25,36,0,3,0,124,3,112,29,12,148,241,161,103,113,76,72,27,53,74,2,23,104,43,112,122,67,36,0,222,36,1,3,15,83,0,2,291,11,19,0,0,127,1221,776,18,4,441,-0.751637
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,5,-loop-unswitch,True,-0.576885,-17.242948,b30308a90afc49a5,fe84fac518f80ebf,1217,1221,0.002470,0.002895,8635,8691,126,127,18,18,1217,1221,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,3,76,66,5,76,36,3,25,36,0,3,0,124,3,112,29,12,148,241,161,103,113,76,72,27,53,74,2,23,104,43,112,122,67,36,0,222,36,1,3,15,83,0,2,291,11,19,0,0,127,1221,776,18,4,441,-0.576885
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,6,-loop-distribute,True,0.660340,-1.279652,b30308a90afc49a5,b30308a90afc49a5,1217,1217,0.002470,0.002501,8635,8635,126,126,18,18,1217,1217,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0.660340
8136f633c47d6e6c2d10db2f,benchmark://chstone-v0/adpcm,1,7,-indvars,True,1.610277,10.976906,b30308a90afc49a5,0552e012972bed5e,1217,1221,0.002470,0.002198,8635,8675,126,127,18,18,1217,1221,776,776,0,0,75,65,5,75,36,3,25,36,0,0,0,126,0,111,29,13,147,241,161,103,113,75,72,27,53,74,2,23,103,43,111,122,67,36,0,222,36,1,0,15,83,0,2,291,11,19,0,0,126,1217,776,18,0,441,0,3,76,66,5,76,36,3,25,36,0,3,0,124,3,112,29,12,148,241,161,103,113,76,72,27,53,74,2,23,104,43,112,122,67,36,0,222,36,1,3,15,83,0,2,291,11,19,0,0,127,1221,776,18,4,441,1.610277
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,0,-licm,True,-0.428835,-6.303129,4376353e5fb0c1a9,6c0eb84596ddcfd0,1182,1263,0.002528,0.002688,9773,10806,110,111,18,18,1182,1263,708,728,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,10,42,60,50,5,60,36,3,25,36,0,43,9,59,52,96,29,12,132,266,165,121,115,60,76,27,53,74,2,22,89,43,96,122,67,36,0,173,36,1,113,15,79,0,2,292,11,19,0,0,111,1263,728,18,188,388,-0.428835
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,1,-loop-rotate,True,-0.438492,-6.414220,4376353e5fb0c1a9,30c7093ec429675e,1182,1184,0.002528,0.002691,9773,9496,110,95,18,18,1182,1184,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,39,44,37,2,44,36,0,28,36,0,39,5,51,44,80,29,28,116,268,165,121,115,44,76,27,53,74,2,24,71,43,80,122,67,36,0,154,36,1,70,15,79,0,2,291,11,19,0,0,95,1184,708,18,123,369,-0.438492
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,2,-loop-unroll,True,-1.980118,-24.148745,4376353e5fb0c1a9,123010d1c7c2248f,1182,1535,0.002528,0.003139,9773,12126,110,169,18,18,1182,1535,708,906,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,4,40,118,92,16,106,36,7,20,42,0,39,5,125,44,148,29,12,190,400,203,188,126,106,94,39,58,74,2,23,146,43,148,122,82,36,0,182,59,1,68,15,108,0,2,446,11,31,0,0,169,1535,906,18,119,438,-1.980118
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,3,-loop-vectorize,True,-0.078360,-2.271339,4376353e5fb0c1a9,a849ed9e38c3e6b8,1182,1201,0.002528,0.002586,9773,10006,110,111,18,18,1182,1201,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,39,60,50,5,60,36,3,25,36,0,38,6,67,44,96,29,12,132,268,165,121,115,60,76,27,53,74,2,23,88,43,96,122,67,36,0,154,36,1,71,15,79,0,2,291,11,19,0,0,111,1201,708,18,125,369,-0.078360
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,4,-loop-deletion,True,1.429574,15.075617,4376353e5fb0c1a9,421ad63dcb1fb2bd,1182,1201,0.002528,0.002147,9773,10006,110,111,18,18,1182,1201,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,39,60,50,5,60,36,3,25,36,0,38,6,67,44,96,29,12,132,268,165,121,115,60,76,27,53,74,2,23,88,43,96,122,67,36,0,154,36,1,71,15,79,0,2,291,11,19,0,0,111,1201,708,18,125,369,1.429574
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,5,-loop-unswitch,True,-0.241530,-4.148406,4376353e5fb0c1a9,da6c9c6d227d5851,1182,1201,0.002528,0.002633,9773,10022,110,111,18,18,1182,1201,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,39,60,50,5,60,36,3,25,36,0,38,6,67,44,96,29,12,132,268,165,121,115,60,76,27,53,74,2,23,88,43,96,122,67,36,0,154,36,1,71,15,79,0,2,291,11,19,0,0,111,1201,708,18,125,369,-0.241530
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,6,-loop-distribute,True,0.662857,6.255465,4376353e5fb0c1a9,4376353e5fb0c1a9,1182,1182,0.002528,0.002370,9773,9773,110,110,18,18,1182,1182,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,0.662857
4f5463f964d1738a6eff4938,benchmark://chstone-v0/adpcm,2,7,-indvars,True,1.074905,10.995575,4376353e5fb0c1a9,ef265de6967273dc,1182,1198,0.002528,0.002250,9773,10070,110,111,18,18,1182,1198,708,708,5,29,59,49,5,59,36,3,25,36,0,30,4,76,34,95,29,13,131,268,165,121,115,59,76,27,53,74,2,22,88,43,95,122,67,36,0,154,36,1,53,15,79,0,2,291,11,19,0,0,110,1182,708,18,106,369,5,38,60,50,5,60,36,3,25,36,0,37,6,68,43,96,29,12,132,231,203,121,115,60,76,27,53,74,2,22,89,43,96,122,67,36,0,154,36,1,70,15,64,0,2,291,11,32,0,0,111,1198,708,18,124,367,1.074905
4f944a5a4d7d6b6b135a9c10,benchmark://chstone-v0/aes,0,0,-licm,True,-0.646585,-7.772295,6b85802168ac0bee,9878d0bc30823f27,4048,4037,0.002380,0.002565,17011,19579,177,177,15,15,4048,4037,2752,2727,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,0,14,109,98,6,116,46,7,38,44,11,14,0,163,14,160,23,45,252,768,850,417,157,116,527,164,106,46,144,38,137,44,160,71,848,46,0,1342,94,0,14,11,408,0,20,420,11,0,64,2,177,4037,2727,15,21,1842,-0.646585
4f944a5a4d7d6b6b135a9c10,benchmark://chstone-v0/aes,0,1,-loop-rotate,True,1.208185,21.784681,6b85802168ac0bee,e3470e4127497656,4048,4120,0.002380,0.001862,17011,17395,177,195,15,15,4048,4120,2752,2782,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,0,0,109,89,20,116,64,23,35,62,11,0,0,195,0,178,23,81,288,780,850,417,159,116,532,164,108,46,144,37,156,44,178,71,848,64,0,1397,96,0,0,11,408,0,20,420,11,0,64,2,195,4120,2782,15,0,1897,1.208185
4f944a5a4d7d6b6b135a9c10,benchmark://chstone-v0/aes,0,2,-loop-unroll,True,-1.425027,-20.177275,6b85802168ac0bee,2b28788ca4d8a87e,4048,4048,0.002380,0.002861,17011,17011,177,177,15,15,4048,4048,2752,2752,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,-1.425027
4f944a5a4d7d6b6b135a9c10,benchmark://chstone-v0/aes,0,3,-loop-vectorize,True,-1.103437,-15.052532,6b85802168ac0bee,2b28788ca4d8a87e,4048,4048,0.002380,0.002739,17011,17011,177,177,15,15,4048,4048,2752,2752,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,-1.103437
4f944a5a4d7d6b6b135a9c10,benchmark://chstone-v0/aes,0,4,-loop-deletion,True,1.212506,21.853544,6b85802168ac0bee,2b28788ca4d8a87e,4048,4048,0.002380,0.001860,17011,17011,177,177,15,15,4048,4048,2752,2752,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,0,0,109,98,6,116,46,7,38,44,11,0,0,177,0,160,23,45,252,768,850,417,157,116,527,164,106,46,144,37,138,44,160,71,848,46,0,1367,94,0,0,11,408,0,20,420,11,0,64,2,177,4048,2752,15,0,1867,1.212506
